no,date_post,username,tweet,klasifikasi
834,2023-03-06 16:28:39 SE Asia Standard Time,koranjakarta_id,"Perusahaan induk dari Facebook dan Instagram, Meta mengumumkan bahwa perusahaan ingin menggunakan teknologi kecerdasan buatan atau artificial intelligence (AI) di layanan WhatsApp, Instagram, dan Messenger tahun ini.   https://t.co/gOWPURu1PG",Netral
835,2023-03-06 15:21:04 SE Asia Standard Time,mobitekno,"Pakai AI di Fitur Baru Summarizer, Hasil Pencarian Brave Search Jadi Lebih Simpel dan Relevan: Mobitekno – Sejak ChatGPT diluncurkan pada bulan November 2022 lalu, banyak perusahaan teknologi […]  https://t.co/FrarbZRlvN  https://t.co/Zgssd8uBgT",Positif
836,2023-03-06 14:08:08 SE Asia Standard Time,indozonemedia,"Meta, perusahaan induk Facebook dan Instagram, mengumumkan akan menambahkan kecerdasan buatan (artificial intelligence) ke dalam layanannya saat ini. Teknologi AI itu akan ditambahkan pada Whatsapp, Instagram, dan Messenger tahun ini.   https://t.co/OcwxOfpaW0",Netral
837,2023-03-06 14:00:07 SE Asia Standard Time,noershani,"Qualcomm Pamerkan Teknologi AI Stack, Bikin Gambar dari Teks Jadi Lebih Cepat  https://t.co/jRKNXmWxUu  https://t.co/Q70BwalZiI",Positif
838,2023-03-06 13:41:07 SE Asia Standard Time,telset_id,Meta akan Pakai Teknologi AI di WhatsApp dan Instagram  https://t.co/QyvVrJpVL0,Netral
839,2023-03-06 13:39:31 SE Asia Standard Time,detikinet,"#Terpopuler Gambaran masa depan bisa dilihat di Mobile World Congress (MWC) 2023. Mobil terbang, robot humanoid, AI dan berbagai kecanggihan teknologi tumplek blek di sini.  https://t.co/om780qf58L",Netral
840,2023-03-06 12:27:34 SE Asia Standard Time,xenocaust,"Ada, kak. Beli konstruksi siege rams yang dilengkapi teknologi modern, trus install program AI (sexbot). Niscaya sensasinya menggetar jasmani dan aerola untuk orang berkebutuhan khusus (fetish mesin pabrik)",Negatif
841,2023-03-06 12:20:10 SE Asia Standard Time,miseryujin,"teknologi AI, anime jepun, plus humanoid. asal kelen tau arahnya bakal kemana, hasilnya ngeri 😬",Negatif
842,2023-03-06 10:15:01 SE Asia Standard Time,pacmannai,"Tiny Machine Learning: The Next AI Revolution?  Tiny Machine Learning (TinyML) adalah revolusi AI berikutnya. Dengan memanfaatkan teknologi kecil dan hemat energi, TinyML dapat diaplikasikan di berbagai bidang seperti kesehatan, otomotif, dan IoT.   https://t.co/04QqnzOQpk",Positif
843,2023-03-06 09:38:02 SE Asia Standard Time,ceritaanda_,Teknologi Kecerdasan Buatan (AI): dari Fiksi ilmiah hingga Realita  https://t.co/GpkByixor2 #vstory,Netral
844,2023-03-06 09:25:23 SE Asia Standard Time,selnoviktech,"Menjelang bulan suci Ramadhan, Masjidil Haram Implementasikan Teknologi AI  https://t.co/wvWMs1SR0d",Positif
845,2023-03-06 08:52:34 SE Asia Standard Time,tempodotco,Mengenal Teknologi AI dan Bahayanya bagi Manusia  https://t.co/fhqCM4mwiP #TempoTekno,Negatif
846,2023-03-06 08:06:02 SE Asia Standard Time,technologueid,"Filter 'Bold Glamour' TikTok, Benarkah Ada Bantuan Teknologi AI ?  #TeknologiAI #TikTok #KreatorTiktok #BoldGlamour  https://t.co/4gOXEpqVCK  https://t.co/HO3Tzcl7KC",Netral
847,2023-03-06 08:01:09 SE Asia Standard Time,onidewono,"Saat ini, teknologi terkini semakin memudahkan hidup kita. Dari aplikasi pintar hingga AI dan robotika, inovasi teknologi terus mengubah cara kita berinteraksi dengan dunia. #teknologi #inovasi #transformasi",Positif
848,2023-03-06 03:00:48 SE Asia Standard Time,aldinal21,�� Mari kita dukung pengembangan AI dengan pemahaman yang baik dan perencanaan yang bijak agar kita dapat memanfaatkan teknologi cerdas ini dengan maksimal. #AI #KecerdasanBuatan #TeknologiCerdas #Inovasi #KualitasHidup  https://t.co/hnqwTUudVT,Positif
849,2023-03-06 02:59:14 SE Asia Standard Time,aldinal21,"🤔 Meskipun begitu, AI masih menjadi teknologi yang semakin berkembang dan menjanjikan. Dalam beberapa tahun ke depan, AI akan terus menjadi pusat inovasi dan menjadi faktor penting dalam meningkatkan kualitas hidup kita.  https://t.co/RG8vVOFe3q",Positif
850,2023-03-06 02:44:26 SE Asia Standard Time,aldinal21,"🤖 AI atau kecerdasan buatan, adalah teknologi yang semakin popular di kalangan pengguna dan perusahaan. AI memungkinkan mesin untuk belajar dan beradaptasi dengan data yang diberikan, sehingga dapat melakukan tugas-tugas tertentu dengan lebih cepat dan efisien.  https://t.co/HXer6yULFW",Positif
851,2023-03-06 02:41:12 SE Asia Standard Time,aldinal21,Menguak Keajaiban AI: Teknologi Cerdas yang Semakin Berkembang  https://t.co/m7cq6moZ9b,error
852,2023-03-06 00:53:50 SE Asia Standard Time,dhikadka,@SPlCYBOSS Betapa gilanya teknologi AI,Negatif
853,2023-03-05 19:50:32 SE Asia Standard Time,jzsn_,"@delicategi ini pake AI gik, teknologi emg udh gila kan, kyk real bgt 🤯🤯",Positif
854,2023-03-05 17:51:47 SE Asia Standard Time,donkim30,"@FaktaSepakbola @BroadcastBola Kalian gk tau aja di mata wasit pinggir gawang itu udah dilengkapin Softlens dengan teknologi AI tingkat tinggi buatan perusahaan Elon Musk. Dengan softlens itu wasit bisa liat bola udah masuk sepenuhnya atau belum, seakurat gol jepang di pildun kemarin.",error
855,2023-03-05 16:02:36 SE Asia Standard Time,am_i_cutee,"Dunia berjalan terlalu jauh 😌  Mungkinkah beberapa tahun ke depan akan ada film biru dengan teknologi AI u/ mengurangi biaya produksi?   Mungkinkah konten kreator alterland menggunakan AI juga ?   Dan kita membayar untuk melihat ""tiruan""  bukan melihat yang   ""asli""",Negatif
856,2023-03-05 14:17:57 SE Asia Standard Time,didi_margo,@Ronnie_Rusli Bahkan China sudah mulai mengungguli Amerika di beberapa bidang teknologi prof seperti AI dan quantum computers dan lainnya,Netral
857,2023-03-05 13:31:24 SE Asia Standard Time,suaramerdeka,ChatGPT Made in China: Ketika Tiongkok 'Tiru' AI Terpopuler di Dunia   https://t.co/BbDLmxa8rs  #chatgpt #openai #moss #amerika #china #tiongkok #teknologi #artificialintelligence #komputasi  https://t.co/CRJ6LaqX3b,Netral
858,2023-03-05 13:00:21 SE Asia Standard Time,realmeindonesia,Satu-satunya smartphone dengan kamera 64MP AI di kelasnya dan punya:   Teknologi + sensor sekelas kamera flagship ✔️ 6 filter trendy + 4 photography mode ✔️  #64MPchampion #realmeCSeries  https://t.co/lLSDrQIvkX,error
859,2023-03-05 12:51:51 SE Asia Standard Time,detikinet,"Gambaran masa depan bisa dilihat di Mobile World Congress (MWC) 2023. Mobil terbang, robot humanoid, AI dan berbagai kecanggihan teknologi tumplek blek di sini.  https://t.co/1LIQhfqMzd",Positif
860,2023-03-05 12:27:59 SE Asia Standard Time,madhasoentoro,"Fix, sejauh ini AI belum mampu mengungguli teknologi berfikir orang Jawa. AI belum mampu membaca kodifikasi peradaban Jawa dalam konteks semiotik, idiom, dan ""uthak athik gathug"".  Jawa vs AI = 1 - 0  Wlek....  https://t.co/YL96OlqiXY",Negatif
861,2023-03-05 09:28:30 SE Asia Standard Time,inewsdepok_id,"Seperti Ini Kecantikan Wajah Roro Jonggrang, Terkuak karena Teknologi AI   https://t.co/q4CfA9ZQQX",Netral
862,2023-03-05 07:26:53 SE Asia Standard Time,harry_patria,"Computer Vision untuk mendeteksi facial emotion beserta deskripsinya, manfaatnya, tips, dan library OpenVINO dan OpenCV:  Deskripsi: AI Computer Vision untuk mendeteksi facial emotion merupakan teknologi yang menggunakan algoritma machine learning untuk m… https://t.co/9Rv1RqBS63",Netral
863,2023-03-05 02:00:32 SE Asia Standard Time,termuxxtrap,$AiFi #AlgalonAI #AlgalonTweet #AI  Ini ide terbaru di dunia Cryptocurrency apakah ini akan menjadi generasi selanjutnya di teknologi ini 👍🤔  https://t.co/lxV0WtsyHs,Positif
864,2023-03-04 21:43:37 SE Asia Standard Time,yoceeeek,"Ngeri amat ai ni. Emang sih, kalau urusan grafis, teknologi macam DLSS atau FRS udah dari kapan tahun. Cuman kalau teknologi ini dimasukin ke real image processing hasilnya ngeri ugha.  https://t.co/9D97j2QhjZ",Negatif
865,2023-03-04 21:38:00 SE Asia Standard Time,newsmerahputih,"Situs teknologi CNET diam-diam menggunakan kecerdasan buatan atau AI untuk memproduksi artikel, perusahaan tersebut akhirnya melakukan PHK ekstensif yang mencakup beberapa karyawan lama.   #merahputihcom #CNET #AI #PHK     https://t.co/qo0Z12KisX",Negatif
866,2023-03-04 19:30:01 SE Asia Standard Time,infokomputer,WhatsApp dan Facebook Messenger bakal dibekali teknologi AI | Berita Teknologi -  https://t.co/j13t0Bqkdn  https://t.co/Goj42PaWei,Netral
867,2023-03-04 19:01:11 SE Asia Standard Time,realmeindonesia,Teknologi dan sensor camera sekelas flagship ada di #realmeCSeries 🤯  Champion dengan 64MP AI Camera + sensor OV64B + ProLight Imaging Technology untuk experience flagship di realme C55 NFC 📸 #64MPchampion  https://t.co/BrsfiY3tWd,error
868,2023-03-04 18:35:11 SE Asia Standard Time,bareigu,"Federal Republic of Giad Armed Forces  Kombinasi sempurna dari melimpahnya sumber daya alam dan manusia, berhasil mempertahankan Federasi Giad bertahun-tahun. Padahal sebelum garis waktu cerita mereka kalah dalam teknologi dengan negara lain, seperti komunikasi, AI, Feldreẞ.  https://t.co/S55xilHRBA",Netral
869,2023-03-04 18:19:52 SE Asia Standard Time,detikinet,#Terpopuler Mantan engineer Google Blake Lemoine menyebut AI merupakan penemuan teknologi terkuat setelah bom atom. Ia pun khawatir teknologi ini disalahgunakan.  https://t.co/fK61FOaXDj,Negatif
870,2023-03-04 17:28:53 SE Asia Standard Time,indozonemedia,"Menurut pemain bass-gitar ini, terdapat konsensus massal bahwa teknologi AI tidak mempunyai jiwa dan rasa. Kondisi itu yang menjadi pegangan mengingat karya yang bersifat ""manusia"" masih memiliki keunggulan dan kesadaran akan nilai-nilai.   https://t.co/AH74staPpS",Negatif
871,2023-03-04 16:52:51 SE Asia Standard Time,bfinstitute,Buku tentang Keterampilan Kolaborasi / Collaboration Skill. Salah satu dari 16 Keterampilan Abad 21 versi #WEF #WorldEconomicForum. buku ini ditulis oleh teknologi #AI #KecerdasanBuatan    https://t.co/L7S4GzetDS  #promobuku #tokobukumurah #bukuonline #bukubagus #bukumotivasi  https://t.co/toIVrYcTeC,error
872,2023-03-04 16:28:46 SE Asia Standard Time,detektoremas,Revolusi Deteksi Logam: Bagaimana Teknologi AI Mentransformasi Kegiatan Deteksi Logam  https://t.co/y1UgkAmmSu,Netral
873,2023-03-04 13:00:00 SE Asia Standard Time,cnnindonesia,ChatGPT menyedot perhatian publik karena menjawab sejumlah pertanyaan sulit. Platform berbasis teknologi AI ini dinilai dapat mengambil alih sejumlah pekerjaan.  https://t.co/0xDZryRiHq #Analisis #CNNIndonesia  https://t.co/VuyQtuRVys,Negatif
874,2023-03-04 11:46:03 SE Asia Standard Time,mindaart,"@BosPurwa Teknologi AI makin canggih, bahkan si Mas Elon, ngelirik utk investasi ... Good job editor ...",Positif
875,2023-03-04 11:17:50 SE Asia Standard Time,myoo37,@fairyskei Dari bantuan setan sampe dikira IT teknologi 😭😭 manusia loh mbak bkn AI / robot,Negatif
876,2023-03-04 10:53:29 SE Asia Standard Time,stayafloatpls,@BaseAnakFK Pernah baca kalau profesi kita less likely digantikan dalam waktu dekat Yang paling mungkin adalah kita kerja bareng AI Dan dokter yg kerja bareng AI dan/atau teknologi akan menggantikan dokter yg ga engage dengan teknologi itu wkwkwk,Negatif
877,2023-03-04 10:34:39 SE Asia Standard Time,ariefnurhar,"@masbintangnih Berpengalaman minimal 1th dibidangnya, giat, mampu bekerja dalam tim, good looking, mampu menguasai teknologi AI lebih diutamakan.",Netral
878,2023-03-04 09:07:33 SE Asia Standard Time,aiselection,Bagaimana Artificial Intelligence (AI) Mempengaruhi Dunia Teknologi saat Ini  https://t.co/zeGEsuNRIU,Netral
879,2023-03-04 05:20:16 SE Asia Standard Time,dendriarsa,Gambar ini tidak pernah ada di alam nyata. Dengan teknologi AI seolah-olah kita punya seorang pelukis yg dapat kita perintah menggambar sesuatu dengan kata².  https://t.co/NClfyDNnKv,Positif
880,2023-03-04 03:16:36 SE Asia Standard Time,hevinyo,"@smfamfess Bisa diliat segala md yg dikeluarin ampe bkin SMtown vr, bikin sm nuseum yg teknologi AI (lupa namanya)  tp itu bikin nya pake org langsung yaitu artis2nya sendiri. Kek kesannya mereka lebih ke ngejual apapun yg ada di artisnya. Kasian m artis2ny",Negatif
881,2023-03-04 01:48:11 SE Asia Standard Time,m_saleng,@elonmusk Artificial Intelligence (AI) atau kecerdasan buatan adalah sebuah sistem komputer yang mampu melakukan tugas-tugas yang pada umumnya membutuhkan kecerdasan manusia. Teknologi ini dapat membuat keputusan dengan cara menganalisis dan menggunakan data yang tersedia,Netral
882,2023-03-04 01:03:56 SE Asia Standard Time,laylamajusi,@Hazi_Q industri AV bakal berkembang pesat dengan kehadiran teknologi AI mentafsir mimpi kepada letakkeluar sinematik,Positif
883,2023-03-04 01:00:54 SE Asia Standard Time,beomcher_vi,@voirjiminn Ra yg lucunya dia ngira IT nya txt itu IT (Ai Ti) yg teknologi ra 😭 gue kasian bgt anjir dia kek kurang wawasan bgt 😢,Negatif
884,2023-03-04 00:03:38 SE Asia Standard Time,alfyifthikhar,"Ini nunjukin potensi seberapa powerful AI predictive system dalam melakukan Data collection - Analytics - Suggest/excecute Datadriven action plan. Early adapters teknologi baru, pasti ada yang sudah pernah dengar atau make ChatGPT, mulai ngerasain nikmatnya “dimanja” teknologi AI",Positif
885,2023-03-03 23:10:09 SE Asia Standard Time,ysafrilana,"Tidak ada yang bisa menggantikan kegembiraan, kerinduan dan keindahan tanpa sebab, sekalipun Teknologi AI   #KCMaret  https://t.co/e6SbaHu0lg",Negatif
886,2023-03-03 22:30:16 SE Asia Standard Time,rom_adhon,"Boleh saja teknologi AI merambah di berbagai bidang, tapi itu tidak akan bisa menggantikan kegembiraan kita berkumpul di forum @kenduricinta   - Mas Fahmi #KCMaret  https://t.co/RbWcIrhHxl",Negatif
887,2023-03-03 20:01:18 SE Asia Standard Time,validnewsid,"Diperkirakan akan ada 23 juta lapangan pekerjaan yang akan hilang digantikan oleh AI. Meskipun demikian, masih ada pekerjaan yang resistan terhadap kehadiran teknologi AI ini. Pekerjaan apa sajakah itu?  #AI #artificialintellegence #lowongankerja  #ReferensiTeruji #infografis  https://t.co/73WxZ7aPWE",Negatif
888,2023-03-03 19:34:34 SE Asia Standard Time,oatekno,Tencent Siap Bersaing Untuk Teknologi AI Chatbot  https://t.co/dWyTIwhYM0,Netral
889,2023-03-03 18:34:00 SE Asia Standard Time,indozonemedia,"Drumer band heavy metalcore asal Bandung BURGERKILL, Putra Pra Ramadhan, beranggapan bahwa teknologi kecerdasan buatan atau Artificial Intelligence (AI) sangat membantu dan memudahkan para pekerja seni dan industri kreatif.   https://t.co/5tbska62V4",Positif
890,2023-03-03 18:00:02 SE Asia Standard Time,validnewsid,Artificial Intelegence diisukan dapat menggantikan seluruh pekerjaan manusia. Pekerjaan apa saja yang terancam digantikan AI?  #artificialintelligence #ai #kecerdasanbuatan #pekerjaan #lowonganpekerjaan #teknologi #infoteknologi #ReferensiTeruji #Validnih #Validnews  https://t.co/sFx04CApQq,Negatif
891,2023-03-03 17:42:52 SE Asia Standard Time,fajaronline,Gboard Bakal Punya Fitur Mengetik Didukung Teknologi AI  https://t.co/JFwkZNr8N5,Netral
892,2023-03-03 17:36:03 SE Asia Standard Time,fortune_idn,Pentingnya Teknologi Generative AI untuk Aplikasi Seperti ChatGPT  https://t.co/S6PFEXO1Mo,Netral
893,2023-03-03 17:34:55 SE Asia Standard Time,detikinet,Mantan engineer Google Blake Lemoine menyebut AI merupakan penemuan teknologi terkuat setelah bom atom. Ia pun khawatir teknologi ini disalahgunakan.  https://t.co/PRhlaTQzxw,Negatif
894,2023-03-03 17:22:36 SE Asia Standard Time,kerangkapikir,Gboard Bakal Punya Fitur Mengetik Didukung Teknologi AI  https://t.co/Ca5GwxsxsV,Netral
895,2023-03-03 17:17:23 SE Asia Standard Time,beritakinib,"Saingan teknologi mengejar ChatGPT apabila perlumbaan AI semakin meningkat -  https://t.co/o8LEfgATMs WASHINGTON: Mengejar Microsoft, gergasi teknologi global telah melancarkan pengumuman tentang cara m",Netral
896,2023-03-03 17:11:40 SE Asia Standard Time,fajaronline,Gboard Bakal Punya Fitur Mengetik Didukung Teknologi AI  https://t.co/gbPvyIDhQ9 #Gboard #ketik #TeknologiAI,Netral
897,2023-03-03 17:00:27 SE Asia Standard Time,jawapos,"Gboard Bakal Punya Fitur Inovatif, Mengetik Didukung Teknologi AI  https://t.co/GMB5DcpZCo",Positif
898,2023-03-03 16:50:34 SE Asia Standard Time,wjtodaycom,Tak Ada Pekerjaan yang 'Aman' dari Ancaman Teknologi AI  https://t.co/qERojmiUJh,Negatif
899,2023-03-03 15:30:03 SE Asia Standard Time,mobitekno,"Laris Manis, Teknologi ChatGPT Kini Diadopsi oleh Snapchat untuk Chatbot-nya My AI: Mobitekno – OpenAI telah merilis aplikasi pemrograman (API) yang memungkinkan ChatGPT disematkan di […]  https://t.co/ikLOxALsH4  https://t.co/gzjcMksB83",Netral
900,2023-03-03 14:39:44 SE Asia Standard Time,semadatech,"""Dapatkan pengalaman musik yang lebih seru dengan fitur AI DJ terbaru dari Spotify yang sedang dalam tahap pengembangan. Jelajahi teknologi terkini di artikel ini.""   #tech #AI #music #spotify #beta   https://t.co/nMJysMxaXt",Positif
901,2023-03-03 13:13:06 SE Asia Standard Time,kompasiana,Mungkinkah Profesi Pengacara Digantikan Teknologi AI?  https://t.co/21enZoUnv9,Negatif
902,2023-03-03 11:46:55 SE Asia Standard Time,arybandung,"Kesimpulannya, AI yg digabungkan dgn robot dpt lakukan banyak hal yg bermanfaat dan membantu dlm berbagai aplikasi, dan potensi penggunaannya terus berkembang seiring waktu.  Meski pasti memiliki sisi negatif, teknologi perlu pengawasan penggunaan supaya tdk disalahgunakan.",Positif
903,2023-03-03 11:43:57 SE Asia Standard Time,20detik,Kemenko Perekonomian: Teknologi AI Tingkatkan PDB Negara  https://t.co/aiVEpAVRAC,Positif
904,2023-03-03 11:19:34 SE Asia Standard Time,fortune_idn,Elon Musk Kontra Bill Gates dengan Sebut Teknologi AI Berbahaya  https://t.co/6PhdNwy9QC,Negatif
905,2023-03-03 10:53:51 SE Asia Standard Time,alfayath,Sudah jadi trend saat ini menggunakan teknologi AI untuk semua keperluan. Bahkan bikin videopun menggunakan nya.  https://t.co/kR2OX8RKI9 salah satunya.  #ChatGPT #chatGPT注册 #aitechnology #LazadaPH11Birthday,Positif
906,2023-03-03 09:05:13 SE Asia Standard Time,khalilhjsaleh,"PENGGIAT FILEM PERLU BERANI BERSEDIA MENGHARUNGI CABARAN TEKNOLOGI KECERDASAN (Ai). demi memudahkan kerja kreatif tanpa ada rasa terganggu dan disekat. Kreativiti dan sentuhan seni yang tidak dapat diukur dan dimiliki teknologi adalah idea , kepakaran dan pengalaman seseorang .  https://t.co/pDZ2KzoLuY",Positif
907,2023-03-03 07:39:15 SE Asia Standard Time,arybandung,"Itu bbrp contoh penggunaan AI dlm pertanian. Dgn teknologi ini, petani dpt meningkatkan efisiensi dan produktivitas mrk, jg mengurangi dampak lingkungan yg negatif.  Bisakah dilakukan saat pertanian kita sebagian besar msh dilakukan scr tradisional? Jawabnya: sangat bisa!",Positif
908,2023-03-03 07:31:48 SE Asia Standard Time,arybandung,"Analisis tanah dan air: AI dpt membantu petani untuk memperoleh data yg diperlukan untuk analisis tanah dan air. Dgn menggunakan teknologi seperti citra satelit dan drone, AI dpt membantu petani mengidentifikasi jenis tanaman yg tepat dan tentukan pengaturan irigasi yg optimal.",Positif
